|6.6.6
faL_1373-2273-10
           2
 T(K)
   1373.15000000000
   10.0000000000000
          91
 P(bar)
   1.00000000000000
   1.00000000000000
           1
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv
  1933.150       1.000000      -1986394.      -920163.9       53.67260       551.5507       243.7000       5.571756      0.5965445E-03  0.2778477E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1943.150       1.000000      -1991916.      -917726.9       53.54481       552.8081       243.7000       5.577727      0.5971833E-03  0.2789121E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1953.150       1.000000      -1997450.      -915289.9       53.41868       554.0590       243.7000       5.583704      0.5978227E-03  0.2799828E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1963.150       1.000000      -2002997.      -912852.9       53.29415       555.3036       243.7000       5.589687      0.5984629E-03  0.2810596E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1973.150       1.000000      -2008556.      -910415.9       53.17122       556.5418       243.7000       5.595677      0.5991037E-03  0.2821428E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1983.150       1.000000      -2014128.      -907978.9       53.04986       557.7737       243.7000       5.601673      0.5997452E-03  0.2832323E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1993.150       1.000000      -2019712.      -905541.9       52.93003       558.9995       243.7000       5.607675      0.6003874E-03  0.2843283E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2003.150       1.000000      -2025308.      -903104.9       52.81172       560.2191       243.7000       5.613684      0.6010302E-03  0.2854307E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2013.150       1.000000      -2030916.      -900667.9       52.69490       561.4327       243.7000       5.619700      0.6016738E-03  0.2865397E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2023.150       1.000000      -2036536.      -898230.9       52.57955       562.6402       243.7000       5.625722      0.6023180E-03  0.2876552E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2033.150       1.000000      -2042169.      -895793.9       52.46564       563.8418       243.7000       5.631750      0.6029629E-03  0.2887774E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2043.150       1.000000      -2047813.      -893356.9       52.35315       565.0375       243.7000       5.637785      0.6036085E-03  0.2899063E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2053.150       1.000000      -2053470.      -890919.9       52.24207       566.2274       243.7000       5.643826      0.6042548E-03  0.2910419E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
