|6.6.6
fo_1373-2273-10
           2
 T(K)
   1373.15000000000
   10.0000000000000
          91
 P(bar)
   1.00000000000000
   1.00000000000000
           1
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv
  1523.150       1.000000      -2358866.      -1820565.       80.89346       353.4134       187.4082       4.576076      0.2009206E-03  0.4280568E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1533.150       1.000000      -2362407.      -1818690.       80.48644       354.6404       187.5830       4.578088      0.2013914E-03  0.4290034E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1543.150       1.000000      -2365959.      -1816813.       80.08512       355.8605       187.7562       4.580106      0.2018638E-03  0.4299543E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1553.150       1.000000      -2369524.      -1814935.       79.68937       357.0738       187.9279       4.582128      0.2023378E-03  0.4309094E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1563.150       1.000000      -2373101.      -1813054.       79.29909       358.2804       188.0980       4.584154      0.2028135E-03  0.4318687E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1573.150       1.000000      -2376689.      -1811173.       78.91418       359.4805       188.2666       4.586186      0.2032908E-03  0.4328324E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1583.150       1.000000      -2380290.      -1809289.       78.53451       360.6740       188.4337       4.588222      0.2037699E-03  0.4338005E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1593.150       1.000000      -2383903.      -1807404.       78.16001       361.8610       188.5994       4.590263      0.2042506E-03  0.4347728E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1603.150       1.000000      -2387527.      -1805517.       77.79057       363.0416       188.7636       4.592309      0.2047330E-03  0.4357496E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1613.150       1.000000      -2391164.      -1803629.       77.42608       364.2159       188.9264       4.594359      0.2052172E-03  0.4367308E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1623.150       1.000000      -2394812.      -1801739.       77.06646       365.3840       189.0878       4.596415      0.2057032E-03  0.4377165E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1633.150       1.000000      -2398471.      -1799847.       76.71162       366.5458       189.2479       4.598475      0.2061910E-03  0.4387066E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1643.150       1.000000      -2402143.      -1797954.       76.36147       367.7016       189.4066       4.600541      0.2066805E-03  0.4397012E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1653.150       1.000000      -2405825.      -1796059.       76.01592       368.8513       189.5639       4.602611      0.2071719E-03  0.4407003E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
