|6.6.6
foL_1373-2273-10
           2
 T(K)
   1373.15000000000
   10.0000000000000
          91
 P(bar)
   1.00000000000000
   1.00000000000000
           1
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv
  2123.150       1.000000      -2589308.      -1598119.       63.70239       466.8482       269.4000       5.100039      0.4690977E-03  0.1806479E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2133.150       1.000000      -2593983.      -1595425.       63.51823       468.1141       269.4000       5.104734      0.4695294E-03  0.1810970E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2143.150       1.000000      -2598670.      -1592731.       63.33610       469.3741       269.4000       5.109432      0.4699614E-03  0.1815477E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2153.150       1.000000      -2603370.      -1590037.       63.15596       470.6282       269.4000       5.114135      0.4703938E-03  0.1819999E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2163.150       1.000000      -2608083.      -1587343.       62.97779       471.8765       269.4000       5.118842      0.4708267E-03  0.1824538E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2173.150       1.000000      -2612808.      -1584649.       62.80157       473.1190       269.4000       5.123553      0.4712599E-03  0.1829092E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2183.150       1.000000      -2617545.      -1581955.       62.62725       474.3558       269.4000       5.128269      0.4716935E-03  0.1833662E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2193.150       1.000000      -2622295.      -1579261.       62.45481       475.5870       269.4000       5.132989      0.4721275E-03  0.1838248E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2203.150       1.000000      -2627057.      -1576567.       62.28423       476.8126       269.4000       5.137714      0.4725619E-03  0.1842850E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2213.150       1.000000      -2631831.      -1573873.       62.11548       478.0326       269.4000       5.142443      0.4729967E-03  0.1847468E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2223.150       1.000000      -2636617.      -1571179.       61.94854       479.2471       269.4000       5.147176      0.4734320E-03  0.1852103E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2233.150       1.000000      -2641416.      -1568485.       61.78337       480.4562       269.4000       5.151914      0.4738676E-03  0.1856754E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2243.150       1.000000      -2646226.      -1565791.       61.61996       481.6599       269.4000       5.156655      0.4743036E-03  0.1861421E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2253.150       1.000000      -2651049.      -1563097.       61.45828       482.8582       269.4000       5.161402      0.4747400E-03  0.1866104E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2263.150       1.000000      -2655884.      -1560403.       61.29830       484.0512       269.4000       5.166152      0.4751768E-03  0.1870804E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  2273.150       1.000000      -2660730.      -1557709.       61.14000       485.2390       269.4000       5.170907      0.4756140E-03  0.1875521E-04   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
